query_label	job_title	closest_job_title	distance	rank
528	ophthalmic medical technicians	ophthalmic medical technicians	0	1
528	ophthalmic medical technicians	certified ophthalmic assistant	0	2
528	ophthalmic medical technicians	certified ophthalmic medical technician	0	3
528	ophthalmic medical technicians	certified ophthalmic technician	0	4
528	ophthalmic medical technicians	certified ophthalmic technician with surgical assisting	0	5
529	licensed practical and licensed vocational nurses	licensed practical and licensed vocational nurses	0	1
529	licensed practical and licensed vocational nurses	charge nurse	0	2
529	licensed practical and licensed vocational nurses	clinic licensed practical nurse clinic lpn	0	3
529	licensed practical and licensed vocational nurses	clinic nurse	0	4
529	licensed practical and licensed vocational nurses	home health care provider	0	5
530	medical records and health information technicians	medical records and health information technicians	0	1
530	medical records and health information technicians	applications analyst	0	2
530	medical records and health information technicians	business office representative	0	3
530	medical records and health information technicians	cancer registrar	0	4
530	medical records and health information technicians	certified coding specialist	0	5
531	opticians dispensing	opticians dispensing	0	1
531	opticians dispensing	certified optician	0	2
531	opticians dispensing	contact lens fitter	0	3
531	opticians dispensing	contact lens technician	0	4
531	opticians dispensing	dispensing and measuring optician	0	5
532	orthotists and prosthetists	orthotists and prosthetists	0	1
532	orthotists and prosthetists	american board certified orthotist abc orthotist	0	2
532	orthotists and prosthetists	artificial limb fitter	0	3
532	orthotists and prosthetists	board certified and licensed orthotistprosthetist	0	4
532	orthotists and prosthetists	certified orthotic fitter	0	5
533	hearing aid specialists	hearing aid specialists	0	1
533	hearing aid specialists	audiology assistant	0	2
533	hearing aid specialists	audiology technician	0	3
533	hearing aid specialists	audioprosthologist	0	4
533	hearing aid specialists	board certified hearing instrument dispenser	0	5
534	health technologists and technicians all other	health technologists and technicians all other	0	1
534	health technologists and technicians all other	audiometrist	0	2
534	health technologists and technicians all other	brain wave technician	0	3
534	health technologists and technicians all other	central supply technician	0	4
534	health technologists and technicians all other	cephalometric analyst	0	5
535	neurodiagnostic technologists	neurodiagnostic technologists	0	1
535	neurodiagnostic technologists	certified neurodiagnostic technologist	0	2
535	neurodiagnostic technologists	clinical supervisor epilepsy monitoring unit	0	3
535	neurodiagnostic technologists	electroencephalograph technician	0	4
535	neurodiagnostic technologists	electroencephalograph technologist	0	5
536	ophthalmic medical technologists	ophthalmic medical technologists	0	1
536	ophthalmic medical technologists	angiography technologist	0	2
536	ophthalmic medical technologists	certified diagnostic ophthalmic sonographer and registered ophthalmic ultrasound biometrist cdos and roub	0	3
536	ophthalmic medical technologists	certified ophthalmic assistant	0	4
536	ophthalmic medical technologists	certified ophthalmic medical technologist comt	0	5
537	radiologic technicians	radiologic technicians	0	1
537	radiologic technicians	bone density technologist	0	2
537	radiologic technicians	cat scanner operator	0	3
537	radiologic technicians	chief technician xray chief tech xray	0	4
537	radiologic technicians	computed tomography scanner operator	0	5
538	surgical assistants	surgical assistants	0	1
538	surgical assistants	assistantatsurgery	0	2
538	surgical assistants	certified first assistant cfa	0	3
538	surgical assistants	certified registered nurse first assistant crnfa	0	4
538	surgical assistants	certified surgical assistant csa	0	5
539	occupational health and safety specialists	occupational health and safety specialists	0	1
539	occupational health and safety specialists	analysis or research safety inspector	0	2
539	occupational health and safety specialists	cause analyst	0	3
539	occupational health and safety specialists	certified indoor environmentalist	0	4
539	occupational health and safety specialists	certified industrial hygienist	0	5
540	occupational health and safety technicians	occupational health and safety technicians	0	1
540	occupational health and safety technicians	construction health and safety technician	0	2
540	occupational health and safety technicians	construction safety consultant	0	3
540	occupational health and safety technicians	consultant	0	4
540	occupational health and safety technicians	director of safety	0	5
541	athletic trainers	athletic trainers	0	1
541	athletic trainers	assistant athletic trainer	0	2
541	athletic trainers	athletic instructor	0	3
541	athletic trainers	athletic trainer	0	4
541	athletic trainers	certified athletic trainer	0	5
542	genetic counselors	genetic counselors	0	1
542	genetic counselors	cancer genetic counselor	0	2
542	genetic counselors	cancer genetics assistant	0	3
542	genetic counselors	cancer program consultant	0	4
542	genetic counselors	certified genetic counselor	0	5
543	healthcare practitioners and technical workers all other	healthcare practitioners and technical workers all other	0	1
543	healthcare practitioners and technical workers all other	central supply technician	0	2
543	healthcare practitioners and technical workers all other	child health associate	0	3
543	healthcare practitioners and technical workers all other	drug coordinator	0	4
543	healthcare practitioners and technical workers all other	extracorporeal technician	0	5
544	midwives	midwives	0	1
544	midwives	certified midwife	0	2
544	midwives	certified professional midwife	0	3
544	midwives	certified professional midwife licensed midwife	0	4
544	midwives	directentry midwife	0	5
545	home health aides	home health aides	0	1
545	home health aides	care giver	0	2
545	home health aides	caregiver	0	3
545	home health aides	certified home health aide chha	0	4
545	home health aides	certified medical aide cma	0	5
546	psychiatric aides	psychiatric aides	0	1
546	psychiatric aides	behavioral health aide	0	2
546	psychiatric aides	certified nurses aide cna	0	3
546	psychiatric aides	certified nursing assistant cna	0	4
546	psychiatric aides	charge aide	0	5
547	nursing assistants	nursing assistants	0	1
547	nursing assistants	birth attendant	0	2
547	nursing assistants	certified medication aide cma	0	3
547	nursing assistants	certified nurse aide cna	0	4
547	nursing assistants	certified nurses aide cna	0	5
548	orderlies	orderlies	0	1
548	orderlies	attendant	0	2
548	orderlies	cart attendant	0	3
548	orderlies	clinical support associate	0	4
548	orderlies	emergency room orderly	0	5
549	occupational therapy assistants	occupational therapy assistants	0	1
549	occupational therapy assistants	acute care occupational therapy assistant	0	2
549	occupational therapy assistants	behavior specialist	0	3
549	occupational therapy assistants	certified occupational therapist assistant cota	0	4
549	occupational therapy assistants	certified occupational therapist assistantlicensed cotal	0	5
550	occupational therapy aides	occupational therapy aides	0	1
550	occupational therapy aides	certified occupational rehabilitation aide cora	0	2
550	occupational therapy aides	direct service professional	0	3
550	occupational therapy aides	direct support profesional	0	4
550	occupational therapy aides	direct support staff	0	5
551	physical therapist assistants	physical therapist assistants	0	1
551	physical therapist assistants	certified physical therapist assistant cpta	0	2
551	physical therapist assistants	home health physical therapist assistant	0	3
551	physical therapist assistants	licensed physical therapist assistant lpta	0	4
551	physical therapist assistants	outpatient physical therapist assistant	0	5
552	physical therapist aides	physical therapist aides	0	1
552	physical therapist aides	clinical rehabilitation aide	0	2
552	physical therapist aides	physical therapist aide pta	0	3
552	physical therapist aides	physical therapist technician physical therapy tech	0	4
552	physical therapist aides	physical therapy aide pta	0	5
553	massage therapists	massage therapists	0	1
553	massage therapists	bodywork therapist	0	2
553	massage therapists	certified massage therapist cmt	0	3
553	massage therapists	clinical massage therapist	0	4
553	massage therapists	deep tissue massage therapist	0	5
554	dental assistants	dental assistants	0	1
554	dental assistants	certified dental assistant cda	0	2
554	dental assistants	certified registered dental assistant	0	3
554	dental assistants	dental aide	0	4
554	dental assistants	dental assistant da	0	5
555	medical assistants	medical assistants	0	1
555	medical assistants	autopsy assistant	0	2
555	medical assistants	certified coding specialist	0	3
555	medical assistants	certified medical assistant cma	0	4
555	medical assistants	certified phlebotomy technician	0	5
556	medical equipment preparers	medical equipment preparers	0	1
556	medical equipment preparers	bandage maker	0	2
556	medical equipment preparers	central processing technician cpt	0	3
556	medical equipment preparers	central service technician cst	0	4
556	medical equipment preparers	central sterile supply technician css technician	0	5
557	medical transcriptionists	medical transcriptionists	0	1
557	medical transcriptionists	certified coding specialist	0	2
557	medical transcriptionists	certified medical coder	0	3
557	medical transcriptionists	certified medical transcriptionist	0	4
557	medical transcriptionists	certified professional coder cpc	0	5
558	pharmacy aides	pharmacy aides	0	1
558	pharmacy aides	ancillary	0	2
558	pharmacy aides	certified pharmacist assistant	0	3
558	pharmacy aides	dispensary attendant	0	4
558	pharmacy aides	drug clerk	0	5
559	veterinary assistants and laboratory animal caretakers	veterinary assistants and laboratory animal caretakers	0	1
559	veterinary assistants and laboratory animal caretakers	animal care provider	0	2
559	veterinary assistants and laboratory animal caretakers	animal care service worker	0	3
559	veterinary assistants and laboratory animal caretakers	animal care taker	0	4
559	veterinary assistants and laboratory animal caretakers	animal caregiver	0	5
560	phlebotomists	phlebotomists	0	1
560	phlebotomists	certified phlebotomist	0	2
560	phlebotomists	certified phlebotomy technician	0	3
560	phlebotomists	clinical phlebotomist	0	4
560	phlebotomists	collections technician	0	5
561	healthcare support workers all other	healthcare support workers all other	0	1
561	healthcare support workers all other	baby formula mixer	0	2
561	healthcare support workers all other	baby formula worker	0	3
561	healthcare support workers all other	birth attendant	0	4
561	healthcare support workers all other	blood bank assistant	0	5
562	speechlanguage pathology assistants	speechlanguage pathology assistants	0	1
562	speechlanguage pathology assistants	anatomic pathology assistant	0	2
562	speechlanguage pathology assistants	assistant speechlanguage pathologist	0	3
562	speechlanguage pathology assistants	certified pathology assistant	0	4
562	speechlanguage pathology assistants	communication assistant	0	5
563	endoscopy technicians	endoscopy technicians	0	1
563	endoscopy technicians	endoscopic technician	0	2
563	endoscopy technicians	endoscopy technician	0	3
563	endoscopy technicians	gastroenterology technician	0	4
563	endoscopy technicians	gastrointestinal technician gi technician	0	5
564	firstline supervisors of correctional officers	firstline supervisors of correctional officers	0	1
564	firstline supervisors of correctional officers	captain	0	2
564	firstline supervisors of correctional officers	chief jailer	0	3
564	firstline supervisors of correctional officers	city jailer	0	4
564	firstline supervisors of correctional officers	correction lieutenant	0	5
565	firstline supervisors of police and detectives	firstline supervisors of police and detectives	0	1
565	firstline supervisors of police and detectives	administrative operations officer	0	2
565	firstline supervisors of police and detectives	bureau chief	0	3
565	firstline supervisors of police and detectives	chief deputy sheriff	0	4
565	firstline supervisors of police and detectives	chief of harbor patrol	0	5
566	firstline supervisors of fire fighting and prevention workers	firstline supervisors of fire fighting and prevention workers	0	1
566	firstline supervisors of fire fighting and prevention workers	fire lieutenant	0	2
566	firstline supervisors of fire fighting and prevention workers	municipal fire fighting and prevention supervisor	0	3
566	firstline supervisors of fire fighting and prevention workers	supervising fire marshal	0	4
566	firstline supervisors of fire fighting and prevention workers	firstline supervisors of food preparation and serving workers	0.4375	5
567	municipal fire fighting and prevention supervisors	municipal fire fighting and prevention supervisors	0	1
567	municipal fire fighting and prevention supervisors	battalion chief	0	2
567	municipal fire fighting and prevention supervisors	battalion fire chief	0	3
567	municipal fire fighting and prevention supervisors	chief of fire prevention	0	4
567	municipal fire fighting and prevention supervisors	chief of operations	0	5
568	forest fire fighting and prevention supervisors	forest fire fighting and prevention supervisors	0	1
568	forest fire fighting and prevention supervisors	assistant unit forester	0	2
568	forest fire fighting and prevention supervisors	burn crew member	0	3
568	forest fire fighting and prevention supervisors	crew boss	0	4
568	forest fire fighting and prevention supervisors	damage prevention coordinator	0	5
569	firstline supervisors of protective service workers all other	firstline supervisors of protective service workers all other	0	1
569	firstline supervisors of protective service workers all other	animal control supervisor	0	2
569	firstline supervisors of protective service workers all other	animal cruelty investigation supervisor	0	3
569	firstline supervisors of protective service workers all other	captain of guards	0	4
569	firstline supervisors of protective service workers all other	dog license officer supervisor	0	5
570	firefighters	firefighters	0	1
570	firefighters	fire engine pump operator	0	2
570	firefighters	fire equipment operator	0	3
570	firefighters	fire fighter	0	4
570	firefighters	forest firefighter	0	5
571	municipal firefighters	municipal firefighters	0	1
571	municipal firefighters	apparatus operator	0	2
571	municipal firefighters	crash crew	0	3
571	municipal firefighters	crash fire and rescue fire fighter	0	4
571	municipal firefighters	driver engineer	0	5
572	forest firefighters	forest firefighters	0	1
572	forest firefighters	crew boss	0	2
572	forest firefighters	engine boss	0	3
572	forest firefighters	fire boss	0	4
572	forest firefighters	fire crew specialist	0	5
573	fire inspectors and investigators	fire inspectors and investigators	0	1
573	fire inspectors and investigators	arson investigator	0	2
573	fire inspectors and investigators	certified fire and explosion investigator	0	3
573	fire inspectors and investigators	certified fire investigator	0	4
573	fire inspectors and investigators	certified vehicle fire investigator	0	5
574	fire inspectors	fire inspectors	0	1
574	fire inspectors	building inspector	0	2
574	fire inspectors	captain specialist	0	3
574	fire inspectors	code enforcement officer	0	4
574	fire inspectors	code official	0	5
575	fire investigators	fire investigators	0	1
575	fire investigators	arson and bomb investigator	0	2
575	fire investigators	arson investigator	0	3
575	fire investigators	bomb squad commander	0	4
575	fire investigators	bomb technician	0	5
576	forest fire inspectors and prevention specialists	forest fire inspectors and prevention specialists	0	1
576	forest fire inspectors and prevention specialists	access control officer	0	2
576	forest fire inspectors and prevention specialists	district ranger	0	3
576	forest fire inspectors and prevention specialists	environmental protection fire control officer	0	4
576	forest fire inspectors and prevention specialists	fire apparatus engineer	0	5
577	bailiffs	bailiffs	0	1
577	bailiffs	bailiff	0	2
577	bailiffs	city bailiff	0	3
577	bailiffs	county bailiff	0	4
577	bailiffs	court bailiff	0	5
578	correctional officers and jailers	correctional officers and jailers	0	1
578	correctional officers and jailers	booking officer	0	2
578	correctional officers and jailers	certified detention deputy	0	3
578	correctional officers and jailers	community services officer	0	4
578	correctional officers and jailers	convict guard	0	5
579	detectives and criminal investigators	detectives and criminal investigators	0	1
579	detectives and criminal investigators	deputy united states marshal	0	2
579	detectives and criminal investigators	fbi investigator	0	3
579	detectives and criminal investigators	homicide detective	0	4
579	detectives and criminal investigators	narcotics detective	0	5
580	police detectives	police detectives	0	1
580	police detectives	agent	0	2
580	police detectives	alcohol law enforcement agent	0	3
580	police detectives	burglary investigator	0	4
580	police detectives	city detective	0	5
581	police identification and records officers	police identification and records officers	0	1
581	police identification and records officers	accident examiner	0	2
581	police identification and records officers	accident investigator	0	3
581	police identification and records officers	computer forensic examiner	0	4
581	police identification and records officers	computer forensic specialist	0	5
582	criminal investigators and special agents	criminal investigators and special agents	0	1
582	criminal investigators and special agents	agent	0	2
582	criminal investigators and special agents	air marshal	0	3
582	criminal investigators and special agents	border police	0	4
582	criminal investigators and special agents	child support agent	0	5
583	immigration and customs inspectors	immigration and customs inspectors	0	1
583	immigration and customs inspectors	agriculture specialist	0	2
583	immigration and customs inspectors	border patrol agent	0	3
583	immigration and customs inspectors	border patrol officer	0	4
583	immigration and customs inspectors	canine enforcement officer k9 enforcement officer	0	5
584	intelligence analysts	intelligence analysts	0	1
584	intelligence analysts	chief investigator	0	2
584	intelligence analysts	cia agent central intelligence agency agent	0	3
584	intelligence analysts	counter intelligence agent	0	4
584	intelligence analysts	counterintelligence analyst	0	5
585	fish and game wardens	fish and game wardens	0	1
585	fish and game wardens	community resource officer	0	2
585	fish and game wardens	conservation enforcement officer	0	3
585	fish and game wardens	conservation officer	0	4
585	fish and game wardens	district resource officer	0	5
586	parking enforcement workers	parking enforcement workers	0	1
586	parking enforcement workers	civilian service employee	0	2
586	parking enforcement workers	civilian technician	0	3
586	parking enforcement workers	community service officer	0	4
586	parking enforcement workers	meter maid	0	5
587	police and sheriffs patrol officers	police and sheriffs patrol officers	0	1
587	police and sheriffs patrol officers	border guard	0	2
587	police and sheriffs patrol officers	border patrol officer	0	3
587	police and sheriffs patrol officers	constable	0	4
587	police and sheriffs patrol officers	cop	0	5
588	police patrol officers	police patrol officers	0	1
588	police patrol officers	accident prevention squad police officer	0	2
588	police patrol officers	alcohol law enforcement agent	0	3
588	police patrol officers	animal cop	0	4
588	police patrol officers	assistant chief of police	0	5
589	sheriffs and deputy sheriffs	sheriffs and deputy sheriffs	0	1
589	sheriffs and deputy sheriffs	canine deputy k9 deputy	0	2
589	sheriffs and deputy sheriffs	chief deputy sheriff	0	3
589	sheriffs and deputy sheriffs	civil division deputy sheriff	0	4
589	sheriffs and deputy sheriffs	civil process server	0	5
590	transit and railroad police	transit and railroad police	0	1
590	transit and railroad police	agent in charge	0	2
590	transit and railroad police	canine officer k9 officer	0	3
590	transit and railroad police	field training agent	0	4
590	transit and railroad police	field training officer fto	0	5
591	animal control workers	animal control workers	0	1
591	animal control workers	animal attendant	0	2
591	animal control workers	animal control officer	0	3
591	animal control workers	animal control specialist	0	4
591	animal control workers	animal cop	0	5
592	private detectives and investigators	private detectives and investigators	0	1
592	private detectives and investigators	alarm investigator	0	2
592	private detectives and investigators	asset protection detective	0	3
592	private detectives and investigators	background investigator	0	4
592	private detectives and investigators	bonding agent	0	5
593	gaming surveillance officers and gaming investigators	gaming surveillance officers and gaming investigators	0	1
593	gaming surveillance officers and gaming investigators	agent	0	2
593	gaming surveillance officers and gaming investigators	casino enforcement agent	0	3
593	gaming surveillance officers and gaming investigators	casino investigator	0	4
593	gaming surveillance officers and gaming investigators	casino surveillance officer	0	5
594	security guards	security guards	0	1
594	security guards	airline security representative	0	2
594	security guards	airport screener	0	3
594	security guards	airport security screener	0	4
594	security guards	alarm investigator	0	5
595	crossing guards	crossing guards	0	1
595	crossing guards	adult crossing guard	0	2
595	crossing guards	construction site crossing guard	0	3
595	crossing guards	crossing flagman	0	4
595	crossing guards	crossing gateman	0	5
596	lifeguards ski patrol and other recreational protective service workers	lifeguards ski patrol and other recreational protective service workers	0	1
596	lifeguards ski patrol and other recreational protective service workers	alpine patroller	0	2
596	lifeguards ski patrol and other recreational protective service workers	aquatics director	0	3
596	lifeguards ski patrol and other recreational protective service workers	aquatics specialist	0	4
596	lifeguards ski patrol and other recreational protective service workers	beach attendant	0	5
597	transportation security screeners	transportation security screeners	0	1
597	transportation security screeners	airline security representative	0	2
597	transportation security screeners	airport baggage screener	0	3
597	transportation security screeners	airport screener	0	4
597	transportation security screeners	airport security screener	0	5
598	protective service workers all other	protective service workers all other	0	1
598	protective service workers all other	bus escort	0	2
598	protective service workers all other	bus matron	0	3
598	protective service workers all other	bus monitor	0	4
598	protective service workers all other	cafeteria monitor	0	5
599	retail loss prevention specialists	retail loss prevention specialists	0	1
599	retail loss prevention specialists	asset protection agent	0	2
599	retail loss prevention specialists	asset protection associate apa	0	3
599	retail loss prevention specialists	asset protection lead	0	4
599	retail loss prevention specialists	asset protection specialist	0	5
600	chefs and head cooks	chefs and head cooks	0	1
600	chefs and head cooks	banquet chef	0	2
600	chefs and head cooks	bread and pastry baker	0	3
600	chefs and head cooks	cake froster	0	4
600	chefs and head cooks	cake icer	0	5
601	firstline supervisors of food preparation and serving workers	firstline supervisors of food preparation and serving workers	0	1
601	firstline supervisors of food preparation and serving workers	assistant manager	0	2
601	firstline supervisors of food preparation and serving workers	banquet captain	0	3
601	firstline supervisors of food preparation and serving workers	banquet stewardstewardess	0	4
601	firstline supervisors of food preparation and serving workers	banquet supervisor	0	5
602	cooks fast food	cooks fast food	0	1
602	cooks fast food	cashier	0	2
602	cooks fast food	cook	0	3
602	cooks fast food	crew member	0	4
602	cooks fast food	crew person	0	5
603	cooks institution and cafeteria	cooks institution and cafeteria	0	1
603	cooks institution and cafeteria	boarding house cook	0	2
603	cooks institution and cafeteria	cafeteria cook	0	3
603	cooks institution and cafeteria	cafeteria manager	0	4
603	cooks institution and cafeteria	cafeteria supervisor	0	5
604	cooks private household	cooks private household	0	1
604	cooks private household	certified personal chef	0	2
604	cooks private household	chef	0	3
604	cooks private household	cook	0	4
604	cooks private household	cooking chef	0	5
605	cooks restaurant	cooks restaurant	0	1
605	cooks restaurant	assistant cook	0	2
605	cooks restaurant	back line cook	0	3
605	cooks restaurant	banquet chef	0	4
605	cooks restaurant	banquet cook	0	5
606	cooks short order	cooks short order	0	1
606	cooks short order	barbecue cook	0	2
606	cooks short order	bed and breakfast cook bb cook	0	3
606	cooks short order	breakfast cook	0	4
606	cooks short order	caterer	0	5
607	cooks all other	cooks all other	0	1
607	cooks all other	assistant cook	0	2
607	cooks all other	falafel cart cook	0	3
607	cooks all other	fraternity house cook	0	4
607	cooks all other	managers all other	0.333333	5
608	food preparation workers	food preparation workers	0	1
608	food preparation workers	assistant cook	0	2
608	food preparation workers	baker	0	3
608	food preparation workers	baker helper	0	4
608	food preparation workers	bakery helper	0	5
609	bartenders	bartenders	0	1
609	bartenders	bar attendant	0	2
609	bartenders	bar captain	0	3
609	bartenders	bar manager	0	4
609	bartenders	bar tender	0	5
610	combined food preparation and serving workers including fast food	combined food preparation and serving workers including fast food	0	1
610	combined food preparation and serving workers including fast food	cafe worker	0	2
610	combined food preparation and serving workers including fast food	car hop	0	3
610	combined food preparation and serving workers including fast food	cashier	0	4
610	combined food preparation and serving workers including fast food	caterers aide	0	5
611	counter attendants cafeteria food concession and coffee shop	counter attendants cafeteria food concession and coffee shop	0	1
611	counter attendants cafeteria food concession and coffee shop	barista	0	2
611	counter attendants cafeteria food concession and coffee shop	cafe attendant	0	3
611	counter attendants cafeteria food concession and coffee shop	cafe server	0	4
611	counter attendants cafeteria food concession and coffee shop	cafe worker	0	5
612	baristas	baristas	0	1
612	baristas	bar manager	0	2
612	baristas	barista	0	3
612	baristas	catering barista	0	4
612	baristas	coffee bar attendant	0	5
613	waiters and waitresses	waiters and waitresses	0	1
613	waiters and waitresses	banquet captain	0	2
613	waiters and waitresses	banquet server	0	3
613	waiters and waitresses	banquet waiterwaitress	0	4
613	waiters and waitresses	bar waiterwaitress	0	5
614	food servers nonrestaurant	food servers nonrestaurant	0	1
614	food servers nonrestaurant	boat hop	0	2
614	food servers nonrestaurant	car attendant	0	3
614	food servers nonrestaurant	car hop	0	4
614	food servers nonrestaurant	cotton candy maker	0	5
615	dining room and cafeteria attendants and bartender helpers	dining room and cafeteria attendants and bartender helpers	0	1
615	dining room and cafeteria attendants and bartender helpers	banquet houseperson	0	2
615	dining room and cafeteria attendants and bartender helpers	banquet set up person	0	3
615	dining room and cafeteria attendants and bartender helpers	bar attendant	0	4
615	dining room and cafeteria attendants and bartender helpers	bar back	0	5
616	dishwashers	dishwashers	0	1
616	dishwashers	breakdown person	0	2
616	dishwashers	bus person dishwasher	0	3
616	dishwashers	dietary aide	0	4
616	dishwashers	dish machine operator dmo	0	5
617	hosts and hostesses restaurant lounge and coffee shop	hosts and hostesses restaurant lounge and coffee shop	0	1
617	hosts and hostesses restaurant lounge and coffee shop	bar host	0	2
617	hosts and hostesses restaurant lounge and coffee shop	bar hosthostess	0	3
617	hosts and hostesses restaurant lounge and coffee shop	bar hostess	0	4
617	hosts and hostesses restaurant lounge and coffee shop	bartender	0	5
618	food preparation and serving related workers all other	food preparation and serving related workers all other	0	1
618	food preparation and serving related workers all other	automat car attendant	0	2
618	food preparation and serving related workers all other	dietitian helper	0	3
618	food preparation and serving related workers all other	food aide	0	4
618	food preparation and serving related workers all other	food and beverage checker	0	5
619	firstline supervisors of housekeeping and janitorial workers	firstline supervisors of housekeeping and janitorial workers	0	1
619	firstline supervisors of housekeeping and janitorial workers	building cleaning supervisor	0	2
619	firstline supervisors of housekeeping and janitorial workers	building maintenance supervisor	0	3
619	firstline supervisors of housekeeping and janitorial workers	building services supervisor	0	4
619	firstline supervisors of housekeeping and janitorial workers	building superintendent cleaning painting maintenance	0	5
620	firstline supervisors of landscaping lawn service and groundskeeping workers	firstline supervisors of landscaping lawn service and groundskeeping workers	0	1
620	firstline supervisors of landscaping lawn service and groundskeeping workers	buildings and grounds supervisor	0	2
620	firstline supervisors of landscaping lawn service and groundskeeping workers	cemetery workers supervisor	0	3
620	firstline supervisors of landscaping lawn service and groundskeeping workers	field manager	0	4
620	firstline supervisors of landscaping lawn service and groundskeeping workers	gardening manager	0	5
621	janitors and cleaners except maids and housekeeping cleaners	janitors and cleaners except maids and housekeeping cleaners	0	1
621	janitors and cleaners except maids and housekeeping cleaners	airport attendant	0	2
621	janitors and cleaners except maids and housekeeping cleaners	alley cleaner	0	3
621	janitors and cleaners except maids and housekeeping cleaners	alley worker	0	4
621	janitors and cleaners except maids and housekeeping cleaners	attendant	0	5
622	maids and housekeeping cleaners	maids and housekeeping cleaners	0	1
622	maids and housekeeping cleaners	bed maker	0	2
622	maids and housekeeping cleaners	breakfast and room attendant	0	3
622	maids and housekeeping cleaners	bunk house worker	0	4
622	maids and housekeeping cleaners	cabin cleaner	0	5
623	building cleaning workers all other	building cleaning workers all other	0	1
623	building cleaning workers all other	air purifier servicer	0	2
623	building cleaning workers all other	building pressure washer	0	3
623	building cleaning workers all other	campground attendant	0	4
623	building cleaning workers all other	chimney sweep	0	5
624	pest control workers	pest control workers	0	1
624	pest control workers	bed bug exterminator	0	2
624	pest control workers	certified pest control technician	0	3
624	pest control workers	chemical applicator	0	4
624	pest control workers	commercial pest control representative	0	5
625	landscaping and groundskeeping workers	landscaping and groundskeeping workers	0	1
625	landscaping and groundskeeping workers	athletic field custodian	0	2
625	landscaping and groundskeeping workers	bonsai tender	0	3
625	landscaping and groundskeeping workers	brush cutter	0	4
625	landscaping and groundskeeping workers	caretaker	0	5
626	pesticide handlers sprayers and applicators vegetation	pesticide handlers sprayers and applicators vegetation	0	1
626	pesticide handlers sprayers and applicators vegetation	agricultural service worker	0	2
626	pesticide handlers sprayers and applicators vegetation	applicator	0	3
626	pesticide handlers sprayers and applicators vegetation	applicator sprayer	0	4
626	pesticide handlers sprayers and applicators vegetation	certified pesticide applicator	0	5
627	tree trimmers and pruners	tree trimmers and pruners	0	1
627	tree trimmers and pruners	arborist	0	2
627	tree trimmers and pruners	brush clearing laborer	0	3
627	tree trimmers and pruners	climber	0	4
627	tree trimmers and pruners	crane operator	0	5
628	grounds maintenance workers all other	grounds maintenance workers all other	0	1
628	grounds maintenance workers all other	campground attendant	0	2
628	grounds maintenance workers all other	cemetery worker	0	3
628	grounds maintenance workers all other	chimney sweeper	0	4
628	grounds maintenance workers all other	disease control inspector	0	5
629	gaming supervisors	gaming supervisors	0	1
629	gaming supervisors	blackjack pit boss	0	2
629	gaming supervisors	blackjack supervisor	0	3
629	gaming supervisors	box person	0	4
629	gaming supervisors	cardroom manager	0	5
630	slot supervisors	slot supervisors	0	1
630	slot supervisors	cardroom supervisor	0	2
630	slot supervisors	casino floor runner	0	3
630	slot supervisors	casino manager	0	4
630	slot supervisors	casino shift manager csm	0	5
631	firstline supervisors of personal service workers	firstline supervisors of personal service workers	0	1
631	firstline supervisors of personal service workers	adult family home program manager	0	2
631	firstline supervisors of personal service workers	airflight attendants supervisor	0	3
631	firstline supervisors of personal service workers	airplane flight attendant supervisor	0	4
631	firstline supervisors of personal service workers	animal trainer supervisor	0	5
632	spa managers	spa managers	0	1
632	spa managers	assistant spa director	0	2
632	spa managers	assistant spa manager	0	3
632	spa managers	associate spa director	0	4
632	spa managers	day spa manager	0	5
633	animal trainers	animal trainers	0	1
633	animal trainers	agility instructor	0	2
633	animal trainers	animal handler	0	3
633	animal trainers	bronc breaker	0	4
633	animal trainers	bronc buster	0	5
634	nonfarm animal caretakers	nonfarm animal caretakers	0	1
634	nonfarm animal caretakers	animal care giver acg	0	2
634	nonfarm animal caretakers	animal care service worker	0	3
634	nonfarm animal caretakers	animal care taker	0	4
634	nonfarm animal caretakers	animal care technician	0	5
635	gaming dealers	gaming dealers	0	1
635	gaming dealers	21 dealer	0	2
635	gaming dealers	baccarat dealer	0	3
635	gaming dealers	big 6 dealer	0	4
635	gaming dealers	black jack dealer	0	5
636	gaming and sports book writers and runners	gaming and sports book writers and runners	0	1
636	gaming and sports book writers and runners	bet taker	0	2
636	gaming and sports book writers and runners	betting clerk	0	3
636	gaming and sports book writers and runners	bingo caller	0	4
636	gaming and sports book writers and runners	bingo clerk	0	5
637	gaming service workers all other	gaming service workers all other	0	1
637	gaming service workers all other	bingo attendant	0	2
637	gaming service workers all other	bingo caller	0	3
637	gaming service workers all other	bingo checker	0	4
637	gaming service workers all other	bingo clerk	0	5
638	motion picture projectionists	motion picture projectionists	0	1
638	motion picture projectionists	audiovisual technician	0	2
638	motion picture projectionists	booth manager	0	3
638	motion picture projectionists	booth operator	0	4
638	motion picture projectionists	booth supervisor	0	5
639	ushers lobby attendants and ticket takers	ushers lobby attendants and ticket takers	0	1
639	ushers lobby attendants and ticket takers	admittance attendant	0	2
639	ushers lobby attendants and ticket takers	attractions associate	0	3
639	ushers lobby attendants and ticket takers	childrens attendant	0	4
639	ushers lobby attendants and ticket takers	concessionist	0	5
640	amusement and recreation attendants	amusement and recreation attendants	0	1
640	amusement and recreation attendants	activities attendant	0	2
